Product Name,brand,Image URL,Price,mst,desc,hex,product_type,product,imgSrc,price
ETUDE HOUSE Fixing Tint,ETUDE HOUSE,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/6/b/6bdb4bcETUDE00000098_1040724.jpg",855.0,Light,Beautiful etude house fixing tint for a flawless finish,#9dafca,Makeup,ETUDE HOUSE Fixing Tint,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/6/b/6bdb4bcETUDE00000098_1040724.jpg",855.0
LAMEL Let`s Glaze Hydrating Lip Oil,LAMEL,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/3/d/3d077e90810149040825_1.jpg",523.0,Medium,Beautiful lamel let`s glaze hydrating lip oil for a flawless finish,#212953,Lipstick,LAMEL Let`s Glaze Hydrating Lip Oil,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/3/d/3d077e90810149040825_1.jpg",523.0
Rom&nd Juicy Lasting Tint,Rom&nd,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/f/a/faac1ca8809625242732_1.jpg",890.0,Light,Beautiful rom&nd juicy lasting tint for a flawless finish,#7f66b3,Makeup,Rom&nd Juicy Lasting Tint,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/f/a/faac1ca8809625242732_1.jpg",890.0
Insight Cosmetics Long Wear Color Rich Lip Gloss,Insight Cosmetics,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/a/4/a4bed56INSIG00000019_1.jpg",955.0,Deep,Beautiful insight cosmetics long wear color rich lip gloss for a flawless finish,#99d02d,Lipstick,Insight Cosmetics Long Wear Color Rich Lip Gloss,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/a/4/a4bed56INSIG00000019_1.jpg",955.0
e.l.f. Cosmetics Glow Reviver Lip Oil,e.l.f. Cosmetics,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/5/e/5e6facf609332820098-1.png",1050.0,Light,Beautiful e.l.f. cosmetics glow reviver lip oil for a flawless finish,#b215ed,Lipstick,e.l.f. Cosmetics Glow Reviver Lip Oil,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/5/e/5e6facf609332820098-1.png",1050.0
Swiss Beauty Plump Up Wet Lip Gloss For Glossy And Fuller Lips,Swiss Beauty,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/9/3/93128d9SWIAC00001453_1.jpg",223.0,Rich,Beautiful swiss beauty plump up wet lip gloss for glossy and fuller lips for a flawless finish,#d5de30,Lipstick,Swiss Beauty Plump Up Wet Lip Gloss For Glossy And Fuller Lips,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/9/3/93128d9SWIAC00001453_1.jpg",223.0
Kay Beauty Matte Action Lip Liner,Kay Beauty,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/1/e/1ea0d1a8904330900271_1.jpg",584.0,Medium,Beautiful kay beauty matte action lip liner for a flawless finish,#909f1c,Lipstick,Kay Beauty Matte Action Lip Liner,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/1/e/1ea0d1a8904330900271_1.jpg",584.0
M.A.C Lip Pencil,M.A.C,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/b/2/b2a829a773602084937_rv__1.jpg",2300.0,Deep,Beautiful m.a.c lip pencil for a flawless finish,#434521,Lipstick,M.A.C Lip Pencil,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/b/2/b2a829a773602084937_rv__1.jpg",2300.0
Huda Beauty Lip Contour 2.0,Huda Beauty,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/2/d/2dd04c0HUDAB00000271_1.jpg",1650.0,Medium,Beautiful huda beauty lip contour 2.0 for a flawless finish,#a13f8e,Lipstick,Huda Beauty Lip Contour 2.0,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/2/d/2dd04c0HUDAB00000271_1.jpg",1650.0
Nykaa Lips Don’t Lie! Matte Lip Liner Feisty Brunette,Nykaa,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/1/3/13666498904245709150_1.jpg",379.0,Deep,Beautiful nykaa lips don’t lie! matte lip liner feisty brunette for a flawless finish,#c0531c,Lipstick,Nykaa Lips Don’t Lie! Matte Lip Liner Feisty Brunette,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/1/3/13666498904245709150_1.jpg",379.0
Lakme Ultimate Glam Lip Liner,Lakme,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/0/0/0060d70LAKME00000340-new_1.jpg",216.0,Medium,Beautiful lakme ultimate glam lip liner for a flawless finish,#e0c601,Lipstick,Lakme Ultimate Glam Lip Liner,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/0/0/0060d70LAKME00000340-new_1.jpg",216.0
ColourPop Lippie Pencils,ColourPop,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/2/0/206da3f192250004720_1.jpg",524.0,Medium,Beautiful colourpop lippie pencils for a flawless finish,#b7c5bb,Lipstick,ColourPop Lippie Pencils,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/2/0/206da3f192250004720_1.jpg",524.0
e.l.f. Cosmetics Cream Glide Lip Liner,e.l.f. Cosmetics,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/5/e/5e6facf609332220942-1.png",290.0,Deep,Beautiful e.l.f. cosmetics cream glide lip liner for a flawless finish,#942509,Lipstick,e.l.f. Cosmetics Cream Glide Lip Liner,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/5/e/5e6facf609332220942-1.png",290.0
MARS Matte Lip Liner Pack of 10,MARS,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/b/b/bb07c88MARSX00000570-280824New1.jpg",621.0,Light,Beautiful mars matte lip liner pack of 10 for a flawless finish,#467356,Lipstick,MARS Matte Lip Liner Pack of 10,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/b/b/bb07c88MARSX00000570-280824New1.jpg",621.0
Insight Cosmetics Glide On Lip Liner - Set Of 12,Insight Cosmetics,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/8/4/84544e1INSIG00000886_1.jpg",737.0,Rich,Beautiful insight cosmetics glide on lip liner - set of 12 for a flawless finish,#5f347e,Lipstick,Insight Cosmetics Glide On Lip Liner - Set Of 12,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/8/4/84544e1INSIG00000886_1.jpg",737.0
Swiss Beauty Bold Matte Lip Liner Pencil,Swiss Beauty,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/a/4/a4bed56SWIAC00000238_1.jpg",65.0,Rich,Beautiful swiss beauty bold matte lip liner pencil for a flawless finish,#1aa860,Lipstick,Swiss Beauty Bold Matte Lip Liner Pencil,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/a/4/a4bed56SWIAC00000238_1.jpg",65.0
MARS Edge Of Desire Lip Liner,MARS,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/b/b/bb07c88MARSX00000510-280824New1.jpg",69.0,Rich,Beautiful mars edge of desire lip liner for a flawless finish,#a909f9,Lipstick,MARS Edge Of Desire Lip Liner,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/b/b/bb07c88MARSX00000510-280824New1.jpg",69.0
Swiss Beauty Bold Matt Lip Liner Multicolour - Pack of 12,Swiss Beauty,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/d/f/df3e0a58904325006568_1.jpg",629.0,Light,Beautiful swiss beauty bold matt lip liner multicolour - pack of 12 for a flawless finish,#971b7b,Lipstick,Swiss Beauty Bold Matt Lip Liner Multicolour - Pack of 12,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/d/f/df3e0a58904325006568_1.jpg",629.0
prishe beauty Truly Alined Plumping Lip Liner,prishe beauty,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/3/b/3bae8698908022482250_1.jpg",599.0,Deep,Beautiful prishe beauty truly alined plumping lip liner for a flawless finish,#e4c19f,Lipstick,prishe beauty Truly Alined Plumping Lip Liner,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/3/b/3bae8698908022482250_1.jpg",599.0
Insight Cosmetics Glide On Lip Liner,Insight Cosmetics,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/8/4/84544e1INSIG00000714_1.jpg",765.0,Deep,Beautiful insight cosmetics glide on lip liner for a flawless finish,#b325c0,Lipstick,Insight Cosmetics Glide On Lip Liner,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/8/4/84544e1INSIG00000714_1.jpg",765.0
Charlotte Tilbury The Lip Cheat,Charlotte Tilbury,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/b/1/b13841c5060542729307.jpg",2500.0,Rich,Beautiful charlotte tilbury the lip cheat for a flawless finish,#9a57e2,Lipstick,Charlotte Tilbury The Lip Cheat,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/b/1/b13841c5060542729307.jpg",2500.0
"Swiss Beauty Bold Matte Lips Liner Pencil Set Of 3 - 1 Royal Red, 11 Purple & 2 Maroon",Swiss Beauty,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/d/0/d0d4cceSWIAC00001661_4.jpg",186.0,Light,"Beautiful swiss beauty bold matte lips liner pencil set of 3 - 1 royal red, 11 purple & 2 maroon for a flawless finish",#234867,Lipstick,"Swiss Beauty Bold Matte Lips Liner Pencil Set Of 3 - 1 Royal Red, 11 Purple & 2 Maroon","https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/d/0/d0d4cceSWIAC00001661_4.jpg",186.0
Anastasia Beverly Hills Lip Liner,Anastasia Beverly Hills,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/2/6/26e6e29689304187497_1.jpg",2200.0,Light,Beautiful anastasia beverly hills lip liner for a flawless finish,#31416f,Lipstick,Anastasia Beverly Hills Lip Liner,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/2/6/26e6e29689304187497_1.jpg",2200.0
Miss Claire Glimmersticks For Lips,Miss Claire,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/2/8/2834bd68903487005013_1.jpg",65.0,Rich,Beautiful miss claire glimmersticks for lips for a flawless finish,#8a6d48,Lipstick,Miss Claire Glimmersticks For Lips,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/2/8/2834bd68903487005013_1.jpg",65.0
FAE Beauty Re:Define Lip Liner,FAE Beauty,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/0/c/0c5e231FAEBE00000113_1.jpg",360.0,Light,Beautiful fae beauty re:define lip liner for a flawless finish,#3bc304,Lipstick,FAE Beauty Re:Define Lip Liner,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/0/c/0c5e231FAEBE00000113_1.jpg",360.0
Swiss Beauty Two In One Lip Liner & Lip Filler,Swiss Beauty,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/1/4/147f7b4SWIAC00001355_1a.jpg",206.0,Medium,Beautiful swiss beauty two in one lip liner & lip filler for a flawless finish,#9c1168,Lipstick,Swiss Beauty Two In One Lip Liner & Lip Filler,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/1/4/147f7b4SWIAC00001355_1a.jpg",206.0
"Lakme Xtraordin-Airy One-And-Done Lip, Eye & Cheek Tint",Lakme,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/8/5/85a96df8901030698323_1.jpg",559.0,Light,"Beautiful lakme xtraordin-airy one-and-done lip, eye & cheek tint for a flawless finish",#b4f457,Lipstick,"Lakme Xtraordin-Airy One-And-Done Lip, Eye & Cheek Tint","https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/8/5/85a96df8901030698323_1.jpg",559.0
Maybelline New York Superstay Teddy Tint - Lip And Cheek Color,Maybelline New York,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/a/3/a398c60MAYBE00000819-newadd_1.jpg",749.0,Medium,Beautiful maybelline new york superstay teddy tint - lip and cheek color for a flawless finish,#833a22,Lipstick,Maybelline New York Superstay Teddy Tint - Lip And Cheek Color,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/a/3/a398c60MAYBE00000819-newadd_1.jpg",749.0
e.l.f. Cosmetics Glossy Lip Stain,e.l.f. Cosmetics,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/f/9/f9931468136693_1.jpg",675.0,Rich,Beautiful e.l.f. cosmetics glossy lip stain for a flawless finish,#b76eab,Lipstick,e.l.f. Cosmetics Glossy Lip Stain,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/f/9/f9931468136693_1.jpg",675.0
Kay Beauty Lip Tint,Kay Beauty,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/a/4/a4bed56KAYBE00000226_1.jpg",899.0,Rich,Beautiful kay beauty lip tint for a flawless finish,#7ede91,Lipstick,Kay Beauty Lip Tint,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/a/4/a4bed56KAYBE00000226_1.jpg",899.0
Insight Cosmetics Lip & Cheek Tint,Insight Cosmetics,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/7/5/753e15eINSIG00000812_1.jpg",109.0,Deep,Beautiful insight cosmetics lip & cheek tint for a flawless finish,#31b363,Lipstick,Insight Cosmetics Lip & Cheek Tint,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/7/5/753e15eINSIG00000812_1.jpg",109.0
TYPE Beauty Soak It Hydra Jelly Tint,TYPE Beauty,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/c/f/cf1f7ea8906155674795.jpg",759.0,Deep,Beautiful type beauty soak it hydra jelly tint for a flawless finish,#790828,Makeup,TYPE Beauty Soak It Hydra Jelly Tint,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/c/f/cf1f7ea8906155674795.jpg",759.0
Lakme Double Duty Lip & Cheek Mousse Matte Lipstick & Soft Blush,Lakme,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/8/8/88de6dd8901030601750_M.jpg",450.0,Rich,Beautiful lakme double duty lip & cheek mousse matte lipstick & soft blush for a flawless finish,#cad16e,Lipstick,Lakme Double Duty Lip & Cheek Mousse Matte Lipstick & Soft Blush,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/8/8/88de6dd8901030601750_M.jpg",450.0
Kay Beauty Lip Tint - Fiery,Kay Beauty,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/f/f/ff2ddffKAYBE00000230_1.jpg",899.0,Medium,Beautiful kay beauty lip tint - fiery for a flawless finish,#9d23ad,Lipstick,Kay Beauty Lip Tint - Fiery,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/f/f/ff2ddffKAYBE00000230_1.jpg",899.0
Earth Rhythm Lip & Cheek Tint,Earth Rhythm,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/a/4/a4bed56NYKEYM0000043_1.jpg",399.0,Medium,Beautiful earth rhythm lip & cheek tint for a flawless finish,#856336,Lipstick,Earth Rhythm Lip & Cheek Tint,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/a/4/a4bed56NYKEYM0000043_1.jpg",399.0
Bobbi Brown New Extra Lip Tint (Lip Balm),Bobbi Brown,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/d/1/d123951BOBBI00000482_3.jpg",3350.0,Deep,Beautiful bobbi brown new extra lip tint (lip balm) for a flawless finish,#f4c59c,Lipstick,Bobbi Brown New Extra Lip Tint (Lip Balm),"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/d/1/d123951BOBBI00000482_3.jpg",3350.0
Rom&nd Zero Velvet Tint,Rom&nd,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/f/a/faac1ca8809625242756_1.jpg",890.0,Deep,Beautiful rom&nd zero velvet tint for a flawless finish,#98bfd7,Makeup,Rom&nd Zero Velvet Tint,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/f/a/faac1ca8809625242756_1.jpg",890.0
"Orgatre Moodbliss Lip, Cheek & Eye Tint",Orgatre,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/a/c/acef3638906158840555a_1.jpg",211.0,Medium,"Beautiful orgatre moodbliss lip, cheek & eye tint for a flawless finish",#83033f,Lipstick,"Orgatre Moodbliss Lip, Cheek & Eye Tint","https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/a/c/acef3638906158840555a_1.jpg",211.0
Lakme 9to5 Overtime Shine Tinted Lip Oil,Lakme,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/6/b/6bc0c0dLAKME00001943_1.jpg",679.0,Light,Beautiful lakme 9to5 overtime shine tinted lip oil for a flawless finish,#244efb,Lipstick,Lakme 9to5 Overtime Shine Tinted Lip Oil,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/6/b/6bc0c0dLAKME00001943_1.jpg",679.0
ETUDE HOUSE Dear Darling Oil Tint,ETUDE HOUSE,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/f/9/f9a050cETUDE00000229_01.jpg",675.0,Deep,Beautiful etude house dear darling oil tint for a flawless finish,#9da657,Makeup,ETUDE HOUSE Dear Darling Oil Tint,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/f/9/f9a050cETUDE00000229_01.jpg",675.0
PAT McGRATH LABS Mothership II Eyeshadow Palette - Sublime,PAT McGRATH LABS,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/f/1/f1c2592857571006470_1.jpg",10355.0,Deep,Beautiful pat mcgrath labs mothership ii eyeshadow palette - sublime for a flawless finish,#38ba51,Eyeshadow,PAT McGRATH LABS Mothership II Eyeshadow Palette - Sublime,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/f/1/f1c2592857571006470_1.jpg",10355.0
Huda Beauty Nude Obsessions Mini Eyeshadow Palette,Huda Beauty,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/4/c/4cc62f76291106034271_1.jpg",2650.0,Deep,Beautiful huda beauty nude obsessions mini eyeshadow palette for a flawless finish,#f2ebfa,Eyeshadow,Huda Beauty Nude Obsessions Mini Eyeshadow Palette,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/4/c/4cc62f76291106034271_1.jpg",2650.0
PAT McGRATH LABS Mothership I Eyeshadow Palette -subliminal,PAT McGRATH LABS,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/a/7/a7c5592857571006463_1.jpg",10355.0,Rich,Beautiful pat mcgrath labs mothership i eyeshadow palette -subliminal for a flawless finish,#7ea69e,Eyeshadow,PAT McGRATH LABS Mothership I Eyeshadow Palette -subliminal,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/a/7/a7c5592857571006463_1.jpg",10355.0
Charlotte Tilbury Luxury Palette,Charlotte Tilbury,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/b/1/b13841c5060542721547.jpg",5350.0,Medium,Beautiful charlotte tilbury luxury palette for a flawless finish,#11af20,Makeup,Charlotte Tilbury Luxury Palette,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/b/1/b13841c5060542721547.jpg",5350.0
Huda Beauty Rose Quartz Eyeshadow Palette,Huda Beauty,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/d/f/df11fa24285965_1.jpg",5900.0,Light,Beautiful huda beauty rose quartz eyeshadow palette for a flawless finish,#53a530,Eyeshadow,Huda Beauty Rose Quartz Eyeshadow Palette,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/d/f/df11fa24285965_1.jpg",5900.0
PAT McGRATH LABS Mothership VII Eyeshadow Palette - Divine Rose,PAT McGRATH LABS,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/3/d/3d8fb9c592843004101652_5.jpg",10355.0,Medium,Beautiful pat mcgrath labs mothership vii eyeshadow palette - divine rose for a flawless finish,#ebe7be,Eyeshadow,PAT McGRATH LABS Mothership VII Eyeshadow Palette - Divine Rose,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/3/d/3d8fb9c592843004101652_5.jpg",10355.0
M.A.C Connect In Colour Eye Shadow Palette X12,M.A.C,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/9/f/9f32d63MACXX00001234_1.jpg",5700.0,Medium,Beautiful m.a.c connect in colour eye shadow palette x12 for a flawless finish,#1ff271,Eyeshadow,M.A.C Connect In Colour Eye Shadow Palette X12,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/9/f/9f32d63MACXX00001234_1.jpg",5700.0
M.A.C Connect In Colour Eye Shadow Palette X6,M.A.C,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/4/f/4fe19a2773602648665-01.jpg",3900.0,Light,Beautiful m.a.c connect in colour eye shadow palette x6 for a flawless finish,#70e31f,Eyeshadow,M.A.C Connect In Colour Eye Shadow Palette X6,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/4/f/4fe19a2773602648665-01.jpg",3900.0
Anastasia Beverly Hills Soft Glam Ii Mini Eyeshadow Palette,Anastasia Beverly Hills,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/e/b/ebd9c62689304181747_1.jpg",4800.0,Rich,Beautiful anastasia beverly hills soft glam ii mini eyeshadow palette for a flawless finish,#f435c2,Eyeshadow,Anastasia Beverly Hills Soft Glam Ii Mini Eyeshadow Palette,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/e/b/ebd9c62689304181747_1.jpg",4800.0
PAT McGRATH LABS Mothership IX Artistry Palette: Huetopian Dream,PAT McGRATH LABS,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/f/7/f72ab9c592843004108422_6.jpg",10355.0,Medium,Beautiful pat mcgrath labs mothership ix artistry palette: huetopian dream for a flawless finish,#b571d9,Makeup,PAT McGRATH LABS Mothership IX Artistry Palette: Huetopian Dream,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/f/7/f72ab9c592843004108422_6.jpg",10355.0
Too Faced Born This Way The Natural Nudes Eye Shadow Palette,Too Faced,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/1/4/14846beTOOFA00000056_1.jpg",5400.0,Medium,Beautiful too faced born this way the natural nudes eye shadow palette for a flawless finish,#8d32b4,Eyeshadow,Too Faced Born This Way The Natural Nudes Eye Shadow Palette,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/1/4/14846beTOOFA00000056_1.jpg",5400.0
Huda Beauty Matte Obsessions Eyeshadow Palette,Huda Beauty,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/6/a/6a6a76c6294018400875_1.jpg",2650.0,Light,Beautiful huda beauty matte obsessions eyeshadow palette for a flawless finish,#4c7ef4,Eyeshadow,Huda Beauty Matte Obsessions Eyeshadow Palette,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/6/a/6a6a76c6294018400875_1.jpg",2650.0
PAT McGRATH LABS Mothership X: Moonlit Seduction,PAT McGRATH LABS,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/6/0/609317aPATMC00000411_1.jpg",10355.0,Medium,Beautiful pat mcgrath labs mothership x: moonlit seduction for a flawless finish,#1ce00c,Makeup,PAT McGRATH LABS Mothership X: Moonlit Seduction,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/6/0/609317aPATMC00000411_1.jpg",10355.0
Kay Beauty Velvet Dream Multi-Use Blush,Kay Beauty,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/3/8/38e661aKAYBE00000850_1.jpg",1199.0,Rich,Beautiful kay beauty velvet dream multi-use blush for a flawless finish,#aa179b,Blush,Kay Beauty Velvet Dream Multi-Use Blush,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/3/8/38e661aKAYBE00000850_1.jpg",1199.0
Nykaa Cosmetics Get Cheeky Blush Stick,Nykaa Cosmetics,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/0/6/0676573NYKAC00001997_S.jpg",479.0,Deep,Beautiful nykaa cosmetics get cheeky blush stick for a flawless finish,#705068,Blush,Nykaa Cosmetics Get Cheeky Blush Stick,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/0/6/0676573NYKAC00001997_S.jpg",479.0
e.l.f. Cosmetics Halo Glow Blush Beauty Wand,e.l.f. Cosmetics,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/5/e/5e6facf609332846975-1.png",1150.0,Medium,Beautiful e.l.f. cosmetics halo glow blush beauty wand for a flawless finish,#9d6039,Blush,e.l.f. Cosmetics Halo Glow Blush Beauty Wand,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/5/e/5e6facf609332846975-1.png",1150.0
Maybelline New York Sunkisser Highlighter + Blush,Maybelline New York,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/0/6/06f26efMAYBE00000895_1.jpg",699.0,Light,Beautiful maybelline new york sunkisser highlighter + blush for a flawless finish,#b4188f,Blush,Maybelline New York Sunkisser Highlighter + Blush,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/0/6/06f26efMAYBE00000895_1.jpg",699.0
