,Unnamed: 0,id,gender,masterCategory,subCategory,Brand,baseColour,season,year,usage,Product Name,Image URL
5424,10830,31789,Women,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Lee Women Johana Green T-shirt,http://assets.myntassets.com/v1/images/style/properties/69aa1f3396cf20ef8d129b390c3db80a_images.jpg
5425,10832,3960,Women,Apparel,Topwear,Tops,Purple,Summer,2011.0,Casual,Jealous 21 Women Purple Tube Top,http://assets.myntassets.com/v1/images/style/properties/b1811a61563b99919c2e9c4541bea8c5_images.jpg
5426,10833,8786,Men,Apparel,Topwear,Shirts,Blue,Summer,2011.0,Casual,Scullers Men Blue & Green Check Shirt,http://assets.myntassets.com/v1/images/style/properties/c8f58cf6646337d0bf3b4c1bc72c38cb_images.jpg
5427,10835,9654,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Indigo Nation Men Bling  Blue Shirt,http://assets.myntassets.com/v1/images/style/properties/9f9eb340747ce6865d6e5332c5a17948_images.jpg
5428,10839,10852,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Wrangler Men Blue Striped T-shirt,http://assets.myntassets.com/v1/images/style/properties/f2dd57ee27b71c272e28f965f7528757_images.jpg
5429,10841,4977,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2011.0,Casual,Gini and Jony Boy's Kang Jeans Infant Kidswear,http://assets.myntassets.com/v1/images/style/properties/b3565ae2fd12b13a31b1ca7b52e6fe53_images.jpg
5430,10845,27886,Women,Apparel,Topwear,Shirts,Pink,Summer,2012.0,Formal,Scullers For Her Women Pink Shirt,http://assets.myntassets.com/v1/images/style/properties/70cc545c75e9402649796c3616edf502_images.jpg
5431,10847,26954,Women,Apparel,Topwear,Tops,Purple,Summer,2012.0,Casual,Jealous 21 Women Purple Top,http://assets.myntassets.com/v1/images/style/properties/7d79975dd57aecf55664694aa05701be_images.jpg
5432,10856,27288,Women,Apparel,Topwear,Kurtas,Maroon,Fall,2011.0,Ethnic,Mother Earth Women Maroon Kurta,http://assets.myntassets.com/v1/images/style/properties/810905f3664589b5c712d0e0f4dcff32_images.jpg
5433,10859,13881,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Scullers Men Check Green Shirts,http://assets.myntassets.com/v1/images/style/properties/f0682b1ca1de3ff98d3316eba6165c23_images.jpg
5434,10861,12953,Men,Apparel,Bottomwear,Trousers,Brown,Fall,2011.0,Casual,Basics Men Brown Trousers,http://assets.myntassets.com/v1/images/style/properties/eb00a23bacdb122bbf2c3f31ecbbf2fe_images.jpg
5435,10862,44375,Women,Apparel,Topwear,Waistcoat,Blue,Summer,2012.0,Casual,ONLY Women Blue Waistcoat,http://assets.myntassets.com/v1/images/style/properties/ONLY-Women-Blue-Waistcoat_5bc4f98d95240607f9802e02dbc9af0b_images.jpg
5436,10864,24290,Men,Apparel,Topwear,Sweatshirts,Red,Summer,2012.0,Casual,Quiksilver Men Red Printed Sweatshirt,http://assets.myntassets.com/v1/images/style/properties/b1b357287e8c931da430be05c368aedd_images.jpg
5437,10868,51495,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Denizen Men Blue Jeans,http://assets.myntassets.com/v1/images/style/properties/a08dbaa89c2c3578ddb45265163d6c32_images.jpg
5438,10869,7705,Women,Apparel,Topwear,Tops,Green,Fall,2011.0,Casual,Jealous 21 Women Did You Year Something Green Top,http://assets.myntassets.com/v1/images/style/properties/ba0240e44d07cdb37a4cbf54943e1c0d_images.jpg
5439,10871,17280,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,U.S. Polo Assn. Men Red T-shirt,http://assets.myntassets.com/v1/images/style/properties/f771b21d562e382c17a105a0c232fc0a_images.jpg
5440,10872,3197,Men,Apparel,Topwear,Tshirts,Maroon,Summer,2011.0,Casual,Tantra Men's Re-Incarnation Burgendy T-shirt,http://assets.myntassets.com/v1/images/style/properties/42fea864a1ec0fba71a672aec620b5a1_images.jpg
5441,10875,13412,Men,Apparel,Topwear,Shirts,Blue,Summer,2011.0,Casual,United Colors of Benetton Men Check Blue Shirts,http://assets.myntassets.com/v1/images/style/properties/82c5ff5c5597e04eaba757001887e59e_images.jpg
5442,10877,22355,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,John Players Men Solid Blue Shirt,http://assets.myntassets.com/v1/images/style/properties/8b0c3d75aaa7168c0a458d61d6663e53_images.jpg
5443,10883,7153,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Scullers Men's Scul Red White T-shirt,http://assets.myntassets.com/v1/images/style/properties/09ac67abdaabbf0f1d5f20ad0c302aa7_images.jpg
5444,10885,16504,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Locomotive Men Washed Blue Jeans,http://assets.myntassets.com/v1/images/style/properties/5f12c5903032e4d6b949de8ffda1c166_images.jpg
5445,10886,59892,Women,Apparel,Topwear,Shirts,Blue,Fall,2012.0,Casual,Femella Women Blue Shirt,http://assets.myntassets.com/v1/images/style/properties/Femella-Women-Blue-Shirt_866f2cde3de1aab27877d945c3b60dbe_images.jpg
5446,10887,11721,Men,Apparel,Topwear,Shirts,Green,Summer,2011.0,Casual,Lee Men Check Green Shirts,http://assets.myntassets.com/v1/images/style/properties/7aaeff5c77beae05733188d78afd000d_images.jpg
5447,10889,40183,Women,Apparel,Topwear,Kurtis,Pink,Summer,2012.0,Ethnic,Mumbai Slang Women Floral Pink Kurti,http://assets.myntassets.com/v1/images/style/properties/a86cf9645a07bd25c4097f65047aabfa_images.jpg
5448,10890,21386,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Manchester United Men Printed Red T-shirt,http://assets.myntassets.com/v1/images/style/properties/19b5a248a2583ec5699915797369af00_images.jpg
5449,10891,14061,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,Flying Machine Men Printed Purple Tshirts,http://assets.myntassets.com/v1/images/style/properties/556fff19242670809b1c8e43a653522f_images.jpg
5450,10894,39379,Men,Apparel,Bottomwear,Jeans,Navy Blue,Summer,2012.0,Casual,Peter England Men Navy Blue Party Jeans,http://assets.myntassets.com/v1/images/style/properties/d39aefd02cf6b994c8497b50bf60a565_images.jpg
5451,10897,28805,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Denizen Men Check Blue Shirt,http://assets.myntassets.com/v1/images/style/properties/b9e2f417db608e5ec180c0fe1efbf710_images.jpg
5452,10899,12150,Women,Apparel,Topwear,Kurtis,Red,Fall,2011.0,Ethnic,Aurelia Women Printed Red Kurtis,http://assets.myntassets.com/v1/images/style/properties/c19610bce107e927042c3efe6f6196cc_images.jpg
5453,10902,9801,Women,Apparel,Topwear,Tops,Purple,Fall,2011.0,Casual,Scullers For Her Women Scullers Top Purple Tops,http://assets.myntassets.com/v1/images/style/properties/beaaff619171093e1a9b513328a7879f_images.jpg
5454,10904,21140,Women,Apparel,Topwear,Tops,Blue,Fall,2011.0,Casual,s.Oliver Women Blue Top,http://assets.myntassets.com/v1/images/style/properties/ab468ac0e64da51475603586f652fe40_images.jpg
5455,10906,20092,Women,Apparel,Topwear,Kurtis,Blue,Fall,2011.0,Ethnic,Diva Women Printed Blue Kurti,http://assets.myntassets.com/v1/images/style/properties/8903d7b7f3da9de2535b73762a3179d6_images.jpg
5456,10908,53752,Men,Apparel,Bottomwear,Shorts,Blue,Summer,2012.0,Casual,ADIDAS Men Blue Shorts,http://assets.myntassets.com/v1/images/style/properties/Adidas-Men-Blue-Shorts_daec282632ad76c635174f9d233e57ef_images.jpg
5457,10909,14095,Women,Apparel,Topwear,Tops,Navy Blue,Fall,2011.0,Casual,Flying Machine Women Solid Navy Blue Tops,http://assets.myntassets.com/v1/images/style/properties/41d1a5fd11b5597d49e83204770cf001_images.jpg
5458,10910,10435,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Flying Machine Men HS Red Shirts,http://assets.myntassets.com/v1/images/style/properties/4b2ba9559704322ba1c8c460a46dd636_images.jpg
5459,10911,24600,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Formal,Mark Taylor Men Red Striped Shirt,http://assets.myntassets.com/v1/images/style/properties/767199441535ff02d717d24b98a00959_images.jpg
5460,10912,54577,Women,Apparel,Topwear,Kurtas,Brown,Summer,2012.0,Ethnic,Sushilas Women Printed Brown Kurta,http://assets.myntassets.com/v1/images/style/properties/Sushilas-Women-Printed-Brown-Kurta_cb7643dfdf2f2634b26c724ee2dc8a2f_images.jpg
5461,10917,10051,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,Puma Men Motorsport Navy Blue Shirts,http://assets.myntassets.com/v1/images/style/properties/0a8c0bf5d6f680a4b712050a67c63c84_images.jpg
5462,10918,24264,Men,Apparel,Bottomwear,Shorts,Green,Summer,2012.0,Casual,Quiksilver Men Ocean Walk Reversible Green Shorts,http://assets.myntassets.com/v1/images/style/properties/fa85ea1a0f4dfdab30e2e86a0492f253_images.jpg
5463,10924,17274,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,U.S. Polo Assn. Men Stripes Green Polo Tshirt,http://assets.myntassets.com/v1/images/style/properties/18e3fa6133b0a3cb7da7093ed10ba359_images.jpg
5464,10928,5294,Women,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Puma Women's Ess Striped Blue T-shirt,http://assets.myntassets.com/v1/images/style/properties/03097952fe4a36428f1905071efedcce_images.jpg
5465,10929,49651,Women,Apparel,Topwear,Tops,Red,Summer,2012.0,Casual,Mineral Women Red Top,http://assets.myntassets.com/v1/images/style/properties/155ce82dcce9ca4accb931052d606cee_images.jpg
5466,10933,58723,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Puma Men Navy Blue T-shirt,http://assets.myntassets.com/v1/images/style/properties/Puma-Men-Navy-Blue-T-shirt_3130781af9dc2af792533287a145be64_images.jpg
5467,10935,31579,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Mark Taylor Men Printed Navy Blue T-shirt,http://assets.myntassets.com/v1/images/style/properties/8391397b0c42e485eddb0e32b125b975_images.jpg
5468,10936,17289,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,U.S. Polo Assn. Men Solid Green Polo Tshirt,http://assets.myntassets.com/v1/images/style/properties/62bcbed13cfe49e509bbe07858211295_images.jpg
5469,10938,14068,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Flying Machine Men Solid Navy Blue Polo Tshirts,http://assets.myntassets.com/v1/images/style/properties/cbd56cd444fda17f570a74c0a014df04_images.jpg
5470,10943,6088,Women,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,UCB Women's Rollup Armhole Blue T-shirt,http://assets.myntassets.com/v1/images/style/properties/985710711bbe8cddc2b35dec3fe3c8c1_images.jpg
5471,10944,11728,Men,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,Lee Men Solid Red Tshirts,http://assets.myntassets.com/v1/images/style/properties/57794b2ce6a736ffb53fb4359562add2_images.jpg
5472,10947,15972,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Turtle Check Men Maroon Shirt,http://assets.myntassets.com/v1/images/style/properties/8319e1f9610d0140b66bbd53afdc0d78_images.jpg
5473,10948,39384,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Peter England Men Blue Jeans,http://assets.myntassets.com/v1/images/style/properties/455aa6bc934adaaedccdfcb6a7abfea8_images.jpg
5474,10949,19783,Men,Apparel,Topwear,Tshirts,Orange,Winter,2016.0,Casual,U.S. Polo Assn. Men Solid Orange Tshirt,http://assets.myntassets.com/v1/images/style/properties/a9d6af5c035b700503d2fefe30e4dc7d_images.jpg
5475,10952,12159,Women,Apparel,Bottomwear,Leggings,Red,Fall,2011.0,Ethnic,Aurelia Women Solid Red Leggings,http://assets.myntassets.com/v1/images/style/properties/9f3c58d0836d757a58d57a4b7bd846e7_images.jpg
5476,10953,9808,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,John Miller Men Blue Checks Shirts,http://assets.myntassets.com/v1/images/style/properties/22e292498e8e6f734b807e8b7b90ed5d_images.jpg
5477,10954,21149,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,s.Oliver Men Blue and White Checked Shirt,http://assets.myntassets.com/v1/images/style/properties/sOliver-Men-Check-Blue-Shirt_d0db718fdc5250db1849602b20c79715_images.jpg
5478,10955,41890,Men,Apparel,Bottomwear,Shorts,Blue,Summer,2012.0,Casual,Flying Machine Men Blue Solid Regular Fit Denim Shorts,http://assets.myntassets.com/assets/images/41890/2019/1/31/2d60936c-b1b1-4e84-8a63-904f95ccd8601548934640698-Flying-Machine-Men-Blue-Shorts-781548934639265-1.jpg
5479,10956,56827,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,John Players Men Blue Jeans,http://assets.myntassets.com/v1/images/style/properties/John-Players-Men-Blue-Jeans_665d84f2f66ace720cddf32bd77c1c06_images.jpg
5480,10957,37810,Men,Apparel,Topwear,Shirts,Pink,Summer,2012.0,Casual,John Players Men Stripes Pink Shirt,http://assets.myntassets.com/v1/images/style/properties/8f013a32be17eb98d18937a5ed3e3dc8_images.jpg
5481,10961,3956,Women,Apparel,Topwear,Tops,Pink,Summer,2011.0,Casual,Jealous 21 Women Pink Clever Disguise Top,http://assets.myntassets.com/v1/images/style/properties/c0b3eb48a9945983889646b7aeaa87aa_images.jpg
5482,10962,38400,Women,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Sports,ADIDAS Mumbai Indians Women Blue Match Jersey,http://assets.myntassets.com/v1/images/style/properties/92756f8de9fa34376f1a9614a446d03b_images.jpg
5483,10964,4941,Men,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,Gini and Jony Boy's Kane Red White Infant Kidswear,http://assets.myntassets.com/v1/images/style/properties/ef0ca81f118444cca0a4d9ff2a5edf7b_images.jpg
5484,10966,5893,Women,Apparel,Topwear,Tshirts,Purple,Summer,2011.0,Casual,Puma Women's Heather Purple T-shirt,http://assets.myntassets.com/v1/images/style/properties/6bfb7d2bb361f3f83005fbe9009f7eec_images.jpg
5485,10969,9662,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Indigo Nation Men Reversible Bling Blue Shirts,http://assets.myntassets.com/v1/images/style/properties/115f087ae2fb8b5979ff312b04cbe9ce_images.jpg
5486,10970,23874,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,ADIDAS Men Green T-shirt,http://assets.myntassets.com/v1/images/style/properties/9615e1f7eec9021d58460348ab325d53_images.jpg
5487,10976,32595,Women,Apparel,Topwear,Tops,Pink,Summer,2012.0,Casual,ONLY Women Pink Top,http://assets.myntassets.com/v1/images/style/properties/f9b0af921a8ce26a7b429b870c24a1fe_images.jpg
5488,10983,16532,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Locomotive Men Check Blue Shirt,http://assets.myntassets.com/v1/images/style/properties/6b2f065522efce090d4e4fc61ce4a6a4_images.jpg
5489,10984,50327,Women,Apparel,Topwear,Kurtas,Brown,Summer,2012.0,Ethnic,Aurelia Women Brown Printed Kurta,http://assets.myntassets.com/v1/images/style/properties/Aurelia-Women-Brown-and-White-Kurta_377dd1e56044c77558682151acd18371_images.jpg
5490,10989,20262,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Wrangler Men Tee Navy Blue T-shirt,http://assets.myntassets.com/v1/images/style/properties/8cc60ca2900900d832d846ad91615253_images.jpg
5491,10991,40387,Women,Apparel,Topwear,Tops,Orange,Summer,2012.0,Casual,Tokyo Talkies Women Orange Top,http://assets.myntassets.com/v1/images/style/properties/10924d39a76cfc89f94b2835242597e0_images.jpg
5492,10993,2241,Men,Apparel,Topwear,Tshirts,Green,Fall,2010.0,Sports,ADIDAS Men Green T-shirt,http://assets.myntassets.com/v1/images/style/properties/7251cbb801724893e1c031584573fa66_images.jpg
5493,10998,44343,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Indian Terrain Men Red T-shirt,http://assets.myntassets.com/v1/images/style/properties/af26fe889050c15a356901df66049e8d_images.jpg
5494,11000,41403,Women,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Wrangler Women Red T-shirt,http://assets.myntassets.com/v1/images/style/properties/a22d062e4b7460c1ff3074bed4e51854_images.jpg
5495,11001,11373,Women,Apparel,Topwear,Tops,Pink,Fall,2011.0,Casual,United Colors Of Benetton Women Light Winter Pink Tops,http://assets.myntassets.com/v1/images/style/properties/3e215eeb4133593485ae1915446977fc_images.jpg
5496,11002,24094,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Manchester United Men Red Striped T-shirt,http://assets.myntassets.com/v1/images/style/properties/1180dac695a6cfcbdb3e419198618d4b_images.jpg
5497,11003,33023,Women,Apparel,Topwear,Kurtas,Maroon,Summer,2012.0,Ethnic,Mother Earth Women Maroon Kurta,http://assets.myntassets.com/v1/images/style/properties/dd5c45e1aae3f5f47f3ca7e5d5331a43_images.jpg
5498,11005,8549,Men,Apparel,Topwear,Tshirts,Orange,Fall,2011.0,Casual,Basics Men Orange Polo T-shirt,http://assets.myntassets.com/v1/images/style/properties/7f4ba3b13d2e7217d93943a875faa022_images.jpg
5499,11006,31774,Women,Apparel,Topwear,Kurtas,Maroon,Summer,2012.0,Ethnic,Global Desi Women Printed Maroon Kurta,http://assets.myntassets.com/v1/images/style/properties/371f9f751294e3bb9322244a8a82eb92_images.jpg
5500,11008,7501,Women,Apparel,Topwear,Tshirts,Purple,Summer,2011.0,Sports,Nike Women's Smash Purple T-shirt,http://assets.myntassets.com/v1/images/style/properties/af27f3e541aefb5c586c96eebfee9a38_images.jpg
5501,11009,22363,Men,Apparel,Topwear,Jackets,Navy Blue,Fall,2011.0,Casual,ADIDAS Men Ess 3S Rain Jkt Navy Blue Jacket,http://assets.myntassets.com/v1/images/style/properties/75d4d1a2c57b0160dd5076d01e49f4a8_images.jpg
5502,11010,12730,Men,Apparel,Topwear,Sweatshirts,Blue,Fall,2011.0,Casual,Timberland Men Solid Blue Sweatshirts,http://assets.myntassets.com/v1/images/style/properties/3e6479d7376b0b26c9454f3313775dfa_images.jpg
5503,11012,54919,Men,Apparel,Bottomwear,Shorts,Olive,Summer,2012.0,Casual,Do u speak green Men Olive 3/4th Pant,http://assets.myntassets.com/v1/images/style/properties/Do-u-speak-green-Men-Olive-34th-Pant_f48b4162f589b5073cd1d9bd297ef50b_images.jpg
5504,11014,17242,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,U.S. Polo Assn. Men Stripes Navy Blue Polo Tshirt,http://assets.myntassets.com/v1/images/style/properties/817561e787cd4ebf74cc2492d58e3c4f_images.jpg
5505,11015,16390,Men,Apparel,Bottomwear,Trousers,Olive,Spring,2013.0,Formal,Peter England Men Solid Olive Trouser,http://assets.myntassets.com/v1/images/style/properties/6c9ced427568d0e4fd71e0f2def091df_images.jpg
5506,11016,11989,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Classic Polo Men Solid Blue Tshirts,http://assets.myntassets.com/v1/images/style/properties/b20dc472b16494f2fb1e48145c3e861c_images.jpg
5507,11020,11387,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,United Colors of Benetton Men Light Winter Blue Shirts,http://assets.myntassets.com/v1/images/style/properties/9270df10472eb844608f40888d425281_images.jpg
5508,11021,10255,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Locomotive Men Stripes Blue Shirts,http://assets.myntassets.com/v1/images/style/properties/70f628f6a53693cde9aa631bfb3bb6c2_images.jpg
5509,11022,12502,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,United Colors of Benetton Men Short Red Tshirts,http://assets.myntassets.com/v1/images/style/properties/efd5a14573ec3818902be1d955f3bbbf_images.jpg
5510,11024,14291,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Classic Polo Men Stripes Blue Tshirts,http://assets.myntassets.com/v1/images/style/properties/163bde0fe25d70d95a02259700b47417_images.jpg
5511,11025,15343,Women,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Sports,Nike Women Printed Blue Tshirts,http://assets.myntassets.com/v1/images/style/properties/92cca0f99aee6bb455a6d89e2ae96089_images.jpg
5512,11027,24404,Women,Apparel,Topwear,Kurtas,Purple,Summer,2012.0,Ethnic,Vishudh Women Purple Printed Kurta,http://assets.myntassets.com/v1/images/style/properties/e66ad0d9fd2fba44fd06c3da728caac3_images.jpg
5513,11030,12166,Women,Apparel,Topwear,Dupatta,Red,Fall,2011.0,Ethnic,Aurelia Women Voile Red Dupatta,http://assets.myntassets.com/v1/images/style/properties/5c5719bec8313ab9f665a1e339fd1827_images.jpg
5514,11031,3531,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011.0,Casual,Myntra Men's Creative Designs Navy Blue T-shirt,http://assets.myntassets.com/v1/images/style/properties/e4f982edbca2892bbbca05a49987549c_images.jpg
5515,11032,27281,Women,Apparel,Topwear,Kurtas,Brown,Fall,2011.0,Ethnic,Mother Earth Women Light Brown Kurta,http://assets.myntassets.com/v1/images/style/properties/d6f69429065186252bd2767740cbf716_images.jpg
5516,11034,6043,Men,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,UCB Men's Polo Neck With Lion Logo Red T-shirt,http://assets.myntassets.com/v1/images/style/properties/ebf78d2f0039d8a366c50dff93ced9af_images.jpg
5517,11035,13888,Men,Apparel,Bottomwear,Trousers,Navy Blue,Fall,2011.0,Casual,Scullers Men Solid Navy Blue Trousers,http://assets.myntassets.com/v1/images/style/properties/2b3bac343d7aac2d00aee733ef999774_images.jpg
5518,11036,3703,Women,Apparel,Topwear,Tshirts,Purple,Summer,2011.0,Casual,Tantra Women Ornament Lavender Long T-shirt,http://assets.myntassets.com/v1/images/style/properties/f7ffc358b485c3605997dce4093b5e71_images.jpg
5519,11037,42424,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012.0,Ethnic,Aurelia Women Blue Kurta,http://assets.myntassets.com/v1/images/style/properties/817b3a2a88f649d18b2de04a6257d52d_images.jpg
5520,11040,9239,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Formal,Mark Taylor Men Green Striped Shirt,http://assets.myntassets.com/v1/images/style/properties/a83af600f3498786165f3e4307d69ed6_images.jpg
5521,11043,30838,Women,Apparel,Topwear,Kurtas,Green,Summer,2012.0,Ethnic,Fabindia Women Green Kurta,http://assets.myntassets.com/v1/images/style/properties/1d209abcab9d44fd5a13966369c89bed_images.jpg
5522,11044,53764,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Puma Men Blue Striped T-shirt,http://assets.myntassets.com/v1/images/style/properties/Puma-Men-Blue-Stripe-Polo-T-shirt_a040e7b8b6e45249cc66d8dcdd509a06_images.jpg
5523,11047,15171,Men,Apparel,Topwear,Tshirts,Blue,Fall,2012.0,Casual,Arrow Sport Men Blue Polo Tshirts,http://assets.myntassets.com/v1/images/style/properties/3ee0342b65879c74d75b8995152e4ea5_images.jpg
5524,11049,10403,Women,Apparel,Topwear,Tops,Purple,Fall,2011.0,Casual,Jealous 21 Women Uri Purple Tops,http://assets.myntassets.com/v1/images/style/properties/9b33efb2fa3d263f14dd80f0ed064934_images.jpg
5525,11050,10863,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Wrangler Men True Riders Blue T-Shirts,http://assets.myntassets.com/v1/images/style/properties/cda24fcb2dd2605eac15eeab4c0cdf00_images.jpg
5526,11052,38635,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Nike Men Blue Cricket Chennai T-shirt,http://assets.myntassets.com/v1/images/style/properties/bdc8d1e7f99acbc3384e066abac24d1b_images.jpg
5527,11053,23873,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,ADIDAS Men Blue T-shirt,http://assets.myntassets.com/v1/images/style/properties/ffbb3a7d8c717f620321be6e645b5231_images.jpg
5528,11054,9665,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Indigo Nation Men Bling PC Purple Shirts,http://assets.myntassets.com/v1/images/style/properties/583bf34cf4f35ee7631d655a81052d56_images.jpg
5529,11056,54921,Women,Apparel,Bottomwear,Capris,Olive,Summer,2012.0,Casual,Do u speak green Women Olive Capris,http://assets.myntassets.com/v1/images/style/properties/Do-u-speak-green-Women-Olive-Capris_c03ba3fffbf2999a2ee37ddb0c320191_images.jpg
5530,11058,9457,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Formal,John Miller Men Red white Shirts,http://assets.myntassets.com/v1/images/style/properties/078dcd3521b3ba07b5997f7bd077222b_images.jpg
5531,11059,8585,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Scullers Men Scul Purple Shirts,http://assets.myntassets.com/v1/images/style/properties/6eab376e166bd59954b58d8a6f022a33_images.jpg
5532,11061,3951,Women,Apparel,Topwear,Tops,Navy Blue,Summer,2011.0,Casual,Jealous 21 Women Navy Top With Pink Flower Top,http://assets.myntassets.com/v1/images/style/properties/20a820bf7297fda75322d72e107ce09a_images.jpg
5533,11063,24058,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Locomotive Men Blue T-shirt,http://assets.myntassets.com/v1/images/style/properties/f3feb0a92578a9d02cd1a0411fd1c17c_images.jpg
5534,11069,19784,Men,Apparel,Topwear,Tshirts,Green,Winter,2016.0,Casual,U.S. Polo Assn. Men Solid Green Tshirt,http://assets.myntassets.com/v1/images/style/properties/86c03b3f9b309afb09844ae30a826543_images.jpg
5535,11070,26159,Men,Apparel,Bottomwear,Trousers,Navy Blue,Summer,2012.0,Formal,John Miller Men Striped Navy Blue Trousers,http://assets.myntassets.com/v1/images/style/properties/e82d6bb5ebfc27f45c5d5e4a8c5874d8_images.jpg
5536,11071,54579,Women,Apparel,Topwear,Kurtas,Green,Summer,2012.0,Ethnic,Sushilas Women Printed Green Kurta,http://assets.myntassets.com/v1/images/style/properties/Sushilas-Women-Printed-Green-Kurta_541aaadd93446e1b9fd1d79b8ea1fffe_images.jpg
5537,11072,26965,Women,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Jealous 21 Women Check Blue Shirt,http://assets.myntassets.com/v1/images/style/properties/9d4c46978c297b786bef28d66845ea31_images.jpg
5538,11073,30800,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,2012.0,Ethnic,Fabindia Men Striped Navy Blue Shirt,http://assets.myntassets.com/v1/images/style/properties/6265714b65eb4771c0f3053beef64607_images.jpg
5539,11075,7961,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Sports,Puma Men's Graphic Mood Indigo Navy T-shirt,http://assets.myntassets.com/v1/images/style/properties/d65f839039f997ca2ea8685d2427b4f5_images.jpg
5540,11080,58724,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Puma Men Blue & White T-shirt,http://assets.myntassets.com/v1/images/style/properties/Puma-Men-Blue-T-shirt_176a0e496d3a740bf2085a81eceb647a_images.jpg
5541,11081,41609,Men,Apparel,Topwear,Shirts,Red,Summer,2012.0,Casual,Basics Men Red & Black Checked Slim Fit Shirt,http://assets.myntassets.com/v1/images/style/properties/1d412463e0340e486fec9810795d1ccf_images.jpg
5542,11082,5860,Women,Apparel,Topwear,Tshirts,Pink,Summer,2011.0,Casual,ADIDAS Women Beat Pink T-shirt,http://assets.myntassets.com/v1/images/style/properties/f65e46090223949ea041c064019241b6_images.jpg
