brand,product_name,price,image_url,product_type,shade,color_hex,description,url,image_alt,source
Garnier,Garnier Skin Naturals Micellar Oil-Infused Cleansing Water For Cleansing & Make-Up Removal | 400ml,449.0,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/d/7/d71392c6928820029589-new_1.jpg",Makeup,Rich,#653921,Beautiful garnier skin naturals micellar oil-infused cleansing water for cleansing & make-up removal | 400ml for a flawless finish,No URL,No alt text,all_makeup_products
Bioderma,Bioderma Dermatological Micellar Water Sensibio H2O - Gently Removes Makeup Prevents Clogged Pores,379.0,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/e/d/ede60e5N_3401395376706_1.jpg",Makeup,Medium,#e4a4e2,Beautiful bioderma dermatological micellar water sensibio h2o - gently removes makeup prevents clogged pores for a flawless finish,No URL,No alt text,all_makeup_products
Garnier,Garnier Skin Naturals Micellar Oil-Infused Cleansing Water For Cleansing & Make-Up Remover | 125ml,275.0,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/a/9/a9a01186902395501992_1.jpg",Makeup,Deep,#894cc2,Beautiful garnier skin naturals micellar oil-infused cleansing water for cleansing & make-up remover | 125ml for a flawless finish,No URL,No alt text,all_makeup_products
Tulips,Tulips Micellar Cleansing water,203.0,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/d/e/de4630b890417402578_1.jpg",Lipstick,Deep,#f0ebb7,Beautiful tulips micellar cleansing water for a flawless finish,No URL,No alt text,all_makeup_products
Lakme,Lakme Micellar Water Biphasic Make Up Remover,303.0,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/d/4/d40a72e27707_H-8901030960147.jpg",Makeup,Light,#6124c8,Beautiful lakme micellar water biphasic make up remover for a flawless finish,No URL,No alt text,all_makeup_products
Simple,Simple Water Boost Micellar Facial Wash,359.0,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/e/1/e11d89627637_H-8901030953750.jpg",Makeup,Rich,#ef4e0e,Beautiful simple water boost micellar facial wash for a flawless finish,No URL,No alt text,all_makeup_products
Bioderma,Bioderma Cleansing Water Sebium H2O Purifying Micellar,499.0,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/e/d/ede60e53401395376935_1.jpg",Makeup,Medium,#4687ba,Beautiful bioderma cleansing water sebium h2o purifying micellar for a flawless finish,No URL,No alt text,all_makeup_products
Moody,Moody DermaSoothe Micellar Water,169.0,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/4/a/4aeb8ceMOODY00000053_0.jpg",Makeup,Rich,#23e5d5,Beautiful moody dermasoothe micellar water for a flawless finish,No URL,No alt text,all_makeup_products
Lakme,Lakme Micellar Water For Make-Up Removal,207.0,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/8/7/87ac00627704_H_8901030960123.jpg",Makeup,Rich,#96b805,Beautiful lakme micellar water for make-up removal for a flawless finish,No URL,No alt text,all_makeup_products
Lacto Calamine,"Lacto Calamine Micellar Cleansing Water,Removes Makeup & Clears Skin With Aloe Vera & Green Tea",113.0,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/f/c/fc6bd1cLACTO00000059_1.jpg",Makeup,Light,#610a68,"Beautiful lacto calamine micellar cleansing water,removes makeup & clears skin with aloe vera & green tea for a flawless finish",No URL,No alt text,all_makeup_products
COSRX,COSRX Low pH Niacinamide Micellar Cleansing Water,510.0,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/6/d/6d69f8dCOSRX00000084_1b.jpg",Makeup,Medium,#f44de5,Beautiful cosrx low ph niacinamide micellar cleansing water for a flawless finish,No URL,No alt text,all_makeup_products
Swiss Image,"Swiss Image Refreshing Micellar Water, Makeup Remover, Cleanses & Refreshes, for Face, Eyes and Lips",790.0,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/1/6/1600f88SWISS00000005_1.jpg",Lipstick,Rich,#7a9359,"Beautiful swiss image refreshing micellar water, makeup remover, cleanses & refreshes, for face, eyes and lips for a flawless finish",No URL,No alt text,all_makeup_products
ISDIN,ISDIN Micellar Solution,1510.0,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/c/0/c0e2f2d8429420128644ab_0.jpg",Makeup,Rich,#b7dfff,Beautiful isdin micellar solution for a flawless finish,No URL,No alt text,all_makeup_products
Quench,Quench Deep Pore Cleansing Micellar Water With Cica,449.0,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/e/1/e1aee41QUENC00000009_1.jpg",Makeup,Medium,#bd80ca,Beautiful quench deep pore cleansing micellar water with cica for a flawless finish,No URL,No alt text,all_makeup_products
Dermafique,"Dermafique Micellar Water, with Hyaluronic Acid - Alcohol Free Makeup Cleanser, Removes Makeup",449.0,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/0/8/08d59988901725992156_MAIN.png",Makeup,Rich,#4a032e,"Beautiful dermafique micellar water, with hyaluronic acid - alcohol free makeup cleanser, removes makeup for a flawless finish",No URL,No alt text,all_makeup_products
Uriage,"Uriage Cleansing Water Foam With Thermal Water, PH 5.5 & Glycerine For Normal To Combination Skin",1150.0,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/6/9/69ae157URIAG00000040_1.jpg",Makeup,Light,#282d7c,"Beautiful uriage cleansing water foam with thermal water, ph 5.5 & glycerine for normal to combination skin for a flawless finish",No URL,No alt text,all_makeup_products
Garnier,Garnier Micellar Cleansing Water For Sensitive Skin - Pack Of 2,898.0,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/7/d/7da81d5Gcombo_1.jpg",Makeup,Medium,#68a03a,Beautiful garnier micellar cleansing water for sensitive skin - pack of 2 for a flawless finish,No URL,No alt text,all_makeup_products
HipHop,HipHop MakeUp Remover Wipes - Micellar Water (30 wipes),99.0,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/3/4/344c3f08906022452150_1.jpg",Makeup,Rich,#d82a65,Beautiful hiphop makeup remover wipes - micellar water (30 wipes) for a flawless finish,No URL,No alt text,all_makeup_products
Swiss Image,"Swiss Image Soothing Micellar Water, Makeup Remover, Cleanses & Soothes Skin, for Face, Eyes & Lips",790.0,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/1/6/1600f88SWISS00000006_1.jpg",Lipstick,Rich,#e4feff,"Beautiful swiss image soothing micellar water, makeup remover, cleanses & soothes skin, for face, eyes & lips for a flawless finish",No URL,No alt text,all_makeup_products
Nykaa Cosmetics,Nykaa Cosmetics BlendMaster All-rounder Makeup Perfecting Sponge Beauty Blender,315.0,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/p/e/perfecting-sponge_orange_3.jpg",Makeup,Light,#3efeee,Beautiful nykaa cosmetics blendmaster all-rounder makeup perfecting sponge beauty blender for a flawless finish,No URL,No alt text,all_makeup_products
Simply Nam,Simply Nam Pro Microfiber Makeup Sponge - Malaga Wine,679.0,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/2/3/23d5287SIMAG00000096z_1.jpg",Makeup,Medium,#df6048,Beautiful simply nam pro microfiber makeup sponge - malaga wine for a flawless finish,No URL,No alt text,all_makeup_products
Praush Beauty,Praush Beauty Celestial Super Soft Makeup Sponge - Pink,523.0,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/a/4/a4bed56PRAUS00000003_1.jpg",Makeup,Rich,#de7abd,Beautiful praush beauty celestial super soft makeup sponge - pink for a flawless finish,No URL,No alt text,all_makeup_products
Bronson Professional,Bronson Professional Pink Ultimate Classic Beauty Blender Makeup Sponge Applicator Puffs,95.0,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/9/9/997c0dd6523125689707__1_.jpg",Makeup,Light,#138f4a,Beautiful bronson professional pink ultimate classic beauty blender makeup sponge applicator puffs for a flawless finish,No URL,No alt text,all_makeup_products
TEMPTU,TEMPTU One Airbrush Makeup Kit,17999.0,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/c/5/c5966f601BDTM_72_1.jpg",Makeup,Rich,#8ff285,Beautiful temptu one airbrush makeup kit for a flawless finish,No URL,No alt text,all_makeup_products
Simply Nam,Simply Nam Pro Microfiber Makeup Sponge - Tangerine Dream,679.0,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/2/3/23d5287SIMAG00000095z_1.jpg",Makeup,Deep,#e9690a,Beautiful simply nam pro microfiber makeup sponge - tangerine dream for a flawless finish,No URL,No alt text,all_makeup_products
Swiss Beauty,Swiss Beauty Makeup Buddy Beauty Blender,123.0,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/f/f/ff21b888904325026320_1.jpg",Makeup,Light,#f11c00,Beautiful swiss beauty makeup buddy beauty blender for a flawless finish,No URL,No alt text,all_makeup_products
Bronson Professional,"Bronson Professional Beauty Blender Sponge Makeup Applicator, Puffs (Colour May Vary)",65.0,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/e/7/e71c2dd7452225850152_1.jpeg",Makeup,Rich,#e3caf7,"Beautiful bronson professional beauty blender sponge makeup applicator, puffs (colour may vary) for a flawless finish",No URL,No alt text,all_makeup_products
Majestique,Majestique Professional Makeup Sponges Blender Set - Beauty Sponge with Egg Case - Color May Vary,279.0,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/5/6/566a7c10MAJAB00000129_1.jpg",Makeup,Light,#7d3bef,Beautiful majestique professional makeup sponges blender set - beauty sponge with egg case - color may vary for a flawless finish,No URL,No alt text,all_makeup_products
Bronson Professional,Bronson Professional Pizza Puff Triangle Makeup Beauty Blender Sponge Powder Puff Mix Colors,147.0,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/e/e/ee6d15fBRONS00000049-new_1.jpg",Powder,Rich,#232a08,Beautiful bronson professional pizza puff triangle makeup beauty blender sponge powder puff mix colors for a flawless finish,No URL,No alt text,all_makeup_products
FYOLI,FYOLI Triangle Pizza Powder Puff And Beauty Blender (Colour May Vary),78.0,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/9/1/914a70e6220161616221_1.jpg",Powder,Deep,#13f3c1,Beautiful fyoli triangle pizza powder puff and beauty blender (colour may vary) for a flawless finish,No URL,No alt text,all_makeup_products
PAC,PAC Ultimate Beauty Blender Sponge (With Pouch)(2 Pcs)(Black),795.0,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/2/6/26425a1NYPAC00000336_1.jpg",Makeup,Light,#604fbe,Beautiful pac ultimate beauty blender sponge (with pouch)(2 pcs)(black) for a flawless finish,No URL,No alt text,all_makeup_products
PAC,PAC Beauty Blender Sponge (Classic) (Pink),395.0,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/2/6/26425a1NYPAC00000197_1.jpg",Makeup,Rich,#6d7b08,Beautiful pac beauty blender sponge (classic) (pink) for a flawless finish,No URL,No alt text,all_makeup_products
Insight Cosmetics,Insight Cosmetics Beauty Blender Sponge Applicator - Pink,124.0,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/8/4/84544e1INSIG00000104_1.jpg",Makeup,Rich,#c3fe6a,Beautiful insight cosmetics beauty blender sponge applicator - pink for a flawless finish,No URL,No alt text,all_makeup_products
MARS,MARS Pizza Powder Puff for Face Makeup,129.0,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/9/9/9974f38MARSX00000779_1.jpg",Powder,Medium,#4c11b5,Beautiful mars pizza powder puff for face makeup for a flawless finish,No URL,No alt text,all_makeup_products
PAC,PAC Makeup Blender Foundation,745.0,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/2/3/233ca22NYPAC00001337_1.jpg",Foundation,Light,#3fcd49,Beautiful pac makeup blender foundation for a flawless finish,No URL,No alt text,all_makeup_products
Bronson Professional,Bronson Professional Pizza Puff Triangle Makeup Beauty Blender Sponge Color May Vary,837.0,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/1/6/163ade37452220618375_1.jpg",Makeup,Medium,#a0ce20,Beautiful bronson professional pizza puff triangle makeup beauty blender sponge color may vary for a flawless finish,No URL,No alt text,all_makeup_products
Earth Rhythm,"Earth Rhythm Make Up Puff- Triangle, Velvety Soft, Smooth Coverage and Non-Toxic",199.0,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/b/f/bf26efaEARAA00000370ab_0.jpg",Makeup,Deep,#68e56a,"Beautiful earth rhythm make up puff- triangle, velvety soft, smooth coverage and non-toxic for a flawless finish",No URL,No alt text,all_makeup_products
Earth Rhythm,Earth Rhythm Reusable Makeup Remover & Cleansing Pads For Women - Pack Of 2,264.0,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/0/4/049c803EARAA00000236_w.jpg",Makeup,Medium,#585c44,Beautiful earth rhythm reusable makeup remover & cleansing pads for women - pack of 2 for a flawless finish,No URL,No alt text,all_makeup_products
Nykaa,Nykaa Eyes On Me! 10-in-1 Eyeshadow Palette - Tinsel Twilight,Price not available,https://www.nykaa.com/beauty-blog/wp-content/uploads/images/issue338/Eyeshadow-Palettes_1.jpg,Eyeshadow,Light,#8a4fa1,Beautiful nykaa eyes on me! 10-in-1 eyeshadow palette - tinsel twilight for a flawless finish,No URL,No alt text,all_makeup_products
Faces Canada,Faces Canada Ultime Pro Eye Shadow Palette - Rose 02,Price not available,https://www.nykaa.com/beauty-blog/wp-content/uploads/images/issue338/Eyeshadow-Palettes_2.jpg,Eyeshadow,Rich,#bd920d,Beautiful faces canada ultime pro eye shadow palette - rose 02 for a flawless finish,No URL,No alt text,all_makeup_products
PIXI,PIXI Glitter-y Eye Quad - GoldLava,Price not available,https://www.nykaa.com/beauty-blog/wp-content/uploads/images/issue338/Eyeshadow-Palettes_3.jpg,Makeup,Rich,#28be8c,Beautiful pixi glitter-y eye quad - goldlava for a flawless finish,No URL,No alt text,all_makeup_products
Huda Beauty,Huda Beauty The New Nude Eyeshadow Palette,Price not available,https://www.nykaa.com/beauty-blog/wp-content/uploads/images/issue338/Eyeshadow-Palettes_4.jpg,Eyeshadow,Light,#411ccb,Beautiful huda beauty the new nude eyeshadow palette for a flawless finish,No URL,No alt text,all_makeup_products
NYX Professional Makeup,NYX Professional Makeup Ultimate Edit Petite Shadow Palette - Warm Neutrals,Price not available,https://www.nykaa.com/beauty-blog/wp-content/uploads/images/issue338/Eyeshadow-Palettes_5.jpg,Makeup,Rich,#66a480,Beautiful nyx professional makeup ultimate edit petite shadow palette - warm neutrals for a flawless finish,No URL,No alt text,all_makeup_products
Swiss Beauty,Swiss Beauty Ultimate Shadow Palette - 2,Price not available,https://www.nykaa.com/beauty-blog/wp-content/uploads/images/issue338/Eyeshadow-Palettes_6.jpg,Makeup,Deep,#ae83b1,Beautiful swiss beauty ultimate shadow palette - 2 for a flawless finish,No URL,No alt text,all_makeup_products
Maybelline New York,Maybelline New York The Blushed Nudes Eye Shadow Palette,Price not available,https://www.nykaa.com/beauty-blog/wp-content/uploads/images/issue338/Eyeshadow-Palettes_7.jpg,Eyeshadow,Deep,#3ca41f,Beautiful maybelline new york the blushed nudes eye shadow palette for a flawless finish,No URL,No alt text,all_makeup_products
The Body Shop,Vitamin C Glow Boosting Moisturiser,Price not available,https://www.nykaa.com/beauty-blog/wp-content/uploads/images/issue194/game-changing01.jpg,Makeup,Light,#e6b706,Beautiful vitamin c glow boosting moisturiser for a flawless finish,No URL,No alt text,all_makeup_products
MUA,Brow Define Tinted Brow Mascara,Price not available,https://www.nykaa.com/beauty-blog/wp-content/uploads/images/issue194/game-changing2.jpg,Mascara,Rich,#aaec6d,Beautiful brow define tinted brow mascara for a flawless finish,No URL,No alt text,all_makeup_products
Maybelline,Volum' Express Hyper Curl Mascara,Price not available,https://www.nykaa.com/beauty-blog/wp-content/uploads/images/issue194/game-changing3.jpg,Mascara,Medium,#db55f6,Beautiful volum' express hyper curl mascara for a flawless finish,No URL,No alt text,all_makeup_products
Eleanor,Blush,Price not available,https://www.nykaa.com/beauty-blog/wp-content/uploads/images/issue194/game-changing4.jpg,Blush,Deep,#952e4f,Beautiful blush for a flawless finish,No URL,No alt text,all_makeup_products
Lakme,Absolute Lip Tint,Price not available,https://www.nykaa.com/beauty-blog/wp-content/uploads/images/issue194/game-changing5.jpg,Lipstick,Medium,#321ab7,Beautiful absolute lip tint for a flawless finish,No URL,No alt text,all_makeup_products
L.A. Girl,Pro Setting HD Matte Finish Spray,Price not available,https://www.nykaa.com/beauty-blog/wp-content/uploads/images/issue194/game-changing6.jpg,Makeup,Light,#c226b0,Beautiful pro setting hd matte finish spray for a flawless finish,No URL,No alt text,all_makeup_products
Maybelline,Color Show Nail Lacquer,Price not available,https://www.nykaa.com/beauty-blog/wp-content/uploads/images/issue194/game-changing7.jpg,Makeup,Deep,#a4ca4c,Beautiful color show nail lacquer for a flawless finish,No URL,No alt text,all_makeup_products
The Body Shop,Face & Body Brush,Price not available,https://www.nykaa.com/beauty-blog/wp-content/uploads/images/issue194/game-changing8.jpg,Makeup,Rich,#44a716,Beautiful face & body brush for a flawless finish,No URL,No alt text,all_makeup_products
Unknown Brand,Simple Kind To Skin Refreshing Facial Wash,Price not available,https://www.nykaa.com/beauty-blog/wp-content/uploads/images/issue336/stunning-makeup1.jpg,Makeup,Deep,#182348,Beautiful simple kind to skin refreshing facial wash for a flawless finish,No URL,No alt text,all_makeup_products
Unknown Brand,Biotique Bio Cucumber Pore Tightening Toner,Price not available,https://www.nykaa.com/beauty-blog/wp-content/uploads/images/issue336/stunning-makeup2.jpg,Makeup,Rich,#3f6c67,Beautiful biotique bio cucumber pore tightening toner for a flawless finish,No URL,No alt text,all_makeup_products
Unknown Brand,MCaffeine Green Tea & Squalane Face Oil for Dewy Glow,Price not available,https://www.nykaa.com/beauty-blog/wp-content/uploads/images/issue336/stunning-makeup3.jpg,Makeup,Medium,#e5a54c,Beautiful mcaffeine green tea & squalane face oil for dewy glow for a flawless finish,No URL,No alt text,all_makeup_products
Unknown Brand,Ponds Super Light Gel Oil Free Moisturiser With Hyaluronic Acid + Vitamin E,Price not available,https://www.nykaa.com/beauty-blog/wp-content/uploads/images/issue336/stunning-makeup4.jpg,Makeup,Light,#f7e34f,Beautiful ponds super light gel oil free moisturiser with hyaluronic acid + vitamin e for a flawless finish,No URL,No alt text,all_makeup_products
Unknown Brand,Dot & Key Retinol & Caffeine Under Eye Cream For Dark Circles & Fine Lines For Men And Women,Price not available,https://www.nykaa.com/beauty-blog/wp-content/uploads/images/issue336/stunning-makeup5.jpg,Makeup,Medium,#4b7fec,Beautiful dot & key retinol & caffeine under eye cream for dark circles & fine lines for men and women for a flawless finish,No URL,No alt text,all_makeup_products
Unknown Brand,The Derma Co 1% Hyaluronic Sunscreen Aqua Gel With Spf 50 Pa++++ For Broad Spectrum,Price not available,https://www.nykaa.com/beauty-blog/wp-content/uploads/images/issue336/stunning-makeup6.jpg,Makeup,Light,#8f32e7,Beautiful the derma co 1% hyaluronic sunscreen aqua gel with spf 50 pa++++ for broad spectrum for a flawless finish,No URL,No alt text,all_makeup_products
Unknown Brand,Insight Cosmetics 3 In 1 Long Lasting Primer,Price not available,https://www.nykaa.com/beauty-blog/wp-content/uploads/images/issue336/stunning-makeup7.jpg,Makeup,Medium,#d7b15c,Beautiful insight cosmetics 3 in 1 long lasting primer for a flawless finish,No URL,No alt text,all_makeup_products
Unknown Brand,Kay Beauty Hydrating Foundation,Price not available,https://www.nykaa.com/beauty-blog/wp-content/uploads/images/issue336/stunning-makeup8.jpg,Foundation,Medium,#cf99fc,Beautiful kay beauty hydrating foundation for a flawless finish,No URL,No alt text,all_makeup_products
Unknown Brand,Maybelline New York Instant Age Rewind Eraser Multi-Use Concealer,Price not available,https://www.nykaa.com/beauty-blog/wp-content/uploads/images/issue336/stunning-makeup9.jpg,Concealer,Rich,#669524,Beautiful maybelline new york instant age rewind eraser multi-use concealer for a flawless finish,No URL,No alt text,all_makeup_products
Unknown Brand,Maybelline New York Fit me Loose Finishing Powder,Price not available,https://www.nykaa.com/beauty-blog/wp-content/uploads/images/issue336/stunning-makeup10.jpg,Powder,Deep,#446a4e,Beautiful maybelline new york fit me loose finishing powder for a flawless finish,No URL,No alt text,all_makeup_products
Unknown Brand,Kay Beauty Creme Blush,Price not available,https://www.nykaa.com/beauty-blog/wp-content/uploads/images/issue336/stunning-makeup11.jpg,Blush,Light,#85a8e4,Beautiful kay beauty creme blush for a flawless finish,No URL,No alt text,all_makeup_products
Unknown Brand,L.A. Girl Luminous Glow Illuminator Cream,Price not available,https://www.nykaa.com/beauty-blog/wp-content/uploads/images/issue336/stunning-makeup12.jpg,Makeup,Medium,#b26053,Beautiful l.a. girl luminous glow illuminator cream for a flawless finish,No URL,No alt text,all_makeup_products
Unknown Brand,Nykaa Contour & Conquer - Contour and Highlight Duo,Price not available,https://www.nykaa.com/beauty-blog/wp-content/uploads/images/issue336/stunning-makeup13.jpg,Makeup,Medium,#fe2626,Beautiful nykaa contour & conquer - contour and highlight duo for a flawless finish,No URL,No alt text,all_makeup_products
Unknown Brand,Maybelline New York City Mini Palette Eye Shadow,Price not available,https://www.nykaa.com/beauty-blog/wp-content/uploads/images/issue336/stunning-makeup14.jpg,Eyeshadow,Light,#f526a6,Beautiful maybelline new york city mini palette eye shadow for a flawless finish,No URL,No alt text,all_makeup_products
Unknown Brand,SUGAR Kohl Of Honour Intense Kajal,Price not available,https://www.nykaa.com/beauty-blog/wp-content/uploads/images/issue336/stunning-makeup15.jpg,Makeup,Light,#f08f57,Beautiful sugar kohl of honour intense kajal for a flawless finish,No URL,No alt text,all_makeup_products
Unknown Brand,Nykaa Black Magic Liquid Eyeliner,Price not available,https://www.nykaa.com/beauty-blog/wp-content/uploads/images/issue336/stunning-makeup16.jpg,Eyeliner,Rich,#c0225f,Beautiful nykaa black magic liquid eyeliner for a flawless finish,No URL,No alt text,all_makeup_products
Unknown Brand,Maybelline New York Lash Sensational Sky High Waterproof Mascara,Price not available,https://www.nykaa.com/beauty-blog/wp-content/uploads/images/issue336/stunning-makeup17.jpg,Mascara,Light,#37b198,Beautiful maybelline new york lash sensational sky high waterproof mascara for a flawless finish,No URL,No alt text,all_makeup_products
Unknown Brand,MARS Fabulash Eyelashes,Price not available,https://www.nykaa.com/beauty-blog/wp-content/uploads/images/issue336/stunning-makeup18.jpg,Mascara,Light,#970329,Beautiful mars fabulash eyelashes for a flawless finish,No URL,No alt text,all_makeup_products
Unknown Brand,PureSense Vitamin C Rich Grapefruit UV Protection Lip Balm,Price not available,https://www.nykaa.com/beauty-blog/wp-content/uploads/images/issue336/stunning-makeup19.jpg,Lipstick,Light,#ee47dd,Beautiful puresense vitamin c rich grapefruit uv protection lip balm for a flawless finish,No URL,No alt text,all_makeup_products
Unknown Brand,Miss Claire Glimmersticks For Lips,Price not available,https://www.nykaa.com/beauty-blog/wp-content/uploads/images/issue336/stunning-makeup20_1.jpg,Lipstick,Deep,#6b0f1c,Beautiful miss claire glimmersticks for lips for a flawless finish,No URL,No alt text,all_makeup_products
Unknown Brand,Kay Beauty Matte Drama Long Stay Lipstick - Premier,Price not available,https://www.nykaa.com/beauty-blog/wp-content/uploads/images/issue336/stunning-makeup21.jpg,Lipstick,Medium,#bbc5a1,Beautiful kay beauty matte drama long stay lipstick - premier for a flawless finish,No URL,No alt text,all_makeup_products
Nykaa,Nykaa BlendMaster Sculpting Blender,450.0,https://www.nykaa.com/beauty-blog/wp-content/uploads/2023/12/beauty-blenders-1.jpg,Makeup,Medium,#53cba0,Beautiful nykaa blendmaster sculpting blender for a flawless finish,No URL,No alt text,all_makeup_products
Lakmé,Lakmé Absolute Makeup Master Tools - Dual-Sided Beauty Blender,399.0,https://www.nykaa.com/beauty-blog/wp-content/uploads/2023/12/beauty-blenders-2.jpg,Makeup,Rich,#913d34,Beautiful lakmé absolute makeup master tools - dual-sided beauty blender for a flawless finish,No URL,No alt text,all_makeup_products
PAC,PAC 2D Beauty Blender,695.0,https://www.nykaa.com/beauty-blog/wp-content/uploads/2023/12/beauty-blenders-3.jpg,Makeup,Light,#b189b3,Beautiful pac 2d beauty blender for a flawless finish,No URL,No alt text,all_makeup_products
Matra,Matra Professional Makeup Blender,249.0,https://www.nykaa.com/beauty-blog/wp-content/uploads/2023/12/beauty-blenders-4.jpg,Makeup,Rich,#e64ea6,Beautiful matra professional makeup blender for a flawless finish,No URL,No alt text,all_makeup_products
FYOLI,FYOLI Triangle Pizza Powder Puff and Blender,150.0,https://www.nykaa.com/beauty-blog/wp-content/uploads/2023/12/beauty-blenders-5.jpg,Powder,Medium,#56a580,Beautiful fyoli triangle pizza powder puff and blender for a flawless finish,No URL,No alt text,all_makeup_products
Earth Rhythm,Earth Rhythm 3-Cut Beauty Blender,399.0,https://www.nykaa.com/beauty-blog/wp-content/uploads/2023/12/beauty-blenders-6.jpg,Makeup,Light,#e3ada6,Beautiful earth rhythm 3-cut beauty blender for a flawless finish,No URL,No alt text,all_makeup_products
Gorgio,Gorgio Professional Microfiber Beauty Blender,499.0,https://www.nykaa.com/beauty-blog/wp-content/uploads/2023/12/beauty-blenders-7.jpg,Makeup,Light,#6766f6,Beautiful gorgio professional microfiber beauty blender for a flawless finish,No URL,No alt text,all_makeup_products
Sigma Beauty,Sigma Beauty 3DHD Blender,2000.0,https://www.nykaa.com/beauty-blog/wp-content/uploads/2023/12/beauty-blenders-8.jpg,Makeup,Rich,#1d39ba,Beautiful sigma beauty 3dhd blender for a flawless finish,No URL,No alt text,all_makeup_products
Insight Cosmetics,Insight Cosmetics Beauty Blender Sponge Applicator,130.0,https://www.nykaa.com/beauty-blog/wp-content/uploads/2023/12/beauty-blenders-9.jpg,Makeup,Rich,#df9f8a,Beautiful insight cosmetics beauty blender sponge applicator for a flawless finish,No URL,No alt text,all_makeup_products
Bronson,Bronson Professional Pink Diamond Beauty Blender Makeup Sponge,250.0,https://www.nykaa.com/beauty-blog/wp-content/uploads/2023/12/beauty-blenders-10.jpg,Makeup,Rich,#dbd9c0,Beautiful bronson professional pink diamond beauty blender makeup sponge for a flawless finish,No URL,No alt text,all_makeup_products
Elle 18,Elle 18 Color Burst Lipstick,Price not available,https://www.nykaa.com/beauty-blog/wp-content/uploads/images/issue187/elle11.jpg,Lipstick,Medium,#5cc02e,Beautiful elle 18 color burst lipstick for a flawless finish,No URL,No alt text,all_makeup_products
Elle 18,Elle 18 Color Pops Lipstick,Price not available,https://www.nykaa.com/beauty-blog/wp-content/uploads/images/issue187/elle21.jpg,Lipstick,Light,#f053b6,Beautiful elle 18 color pops lipstick for a flawless finish,No URL,No alt text,all_makeup_products
Elle 18,Elle 18 Water Resistant Color Pop Eyeliner,Price not available,https://www.nykaa.com/beauty-blog/wp-content/uploads/images/issue187/elle31.jpg,Eyeliner,Medium,#f50fa9,Beautiful elle 18 water resistant color pop eyeliner for a flawless finish,No URL,No alt text,all_makeup_products
Elle 18,Elle 18 Kajal,Price not available,https://www.nykaa.com/beauty-blog/wp-content/uploads/images/issue187/elle41.jpg,Makeup,Rich,#f8c9ca,Beautiful elle 18 kajal for a flawless finish,No URL,No alt text,all_makeup_products
